Q10334928,13304-62-6
Q7390600,104422-04-0
Q7388901,148688-01-1
Q7394936,330161-87-0
Q7376093,849699-55-4
Q7392758,184162-64-9
Q7380420,220651-94-5
Q7389135,160415-07-6
Q7390605,127729-35-5
Q7388906,162100-15-4
Q7394830,1354631-26-7
Q7392878,174689-39-5
Q7389148,87075-17-0
Q737169,9003-04-7
Q7369119,861151-12-4
Q7339200,27767-85-7
Q734815,592-84-7
Q7366071,948570-30-7
Q7371352,12518-87-5
Q7368190,15186-51-3
Q734078,517-60-2
Q7383310,14284-93-6
Q7372445,112192-04-8
Q7376102,12210-70-7
Q7352943,301-19-9
Q7387071,57564-91-7
Q7390120,872874-14-1
Q7395228,156364-04-4
Q7340703,169758-66-1
Q7391803,156727-74-1
Q7339205,14439-61-3
Q7388905,158942-04-2
Q7341124,25875-51-8
Q7376097,132486-03-4
Q736270,53230-10-7
Q7352935,528-56-3
Q7365706,7681-76-7
Q7390266,191611-76-4
Q7424144,177975-08-5
Q748200,480-39-7
Q7406319,1936-18-1
Q7521885,25126-32-3
Q7408582,6384-73-2
Q7449140,194413-58-6
Q7514043,105024-66-6
Q752098,2837-89-0
Q7511830,1143503-67-6
Q7530673,1194585-53-9
Q7396879,125464-42-8
Q7453016,54403-19-9
Q751430,421-20-5
Q7421004,20310-89-8
Q7449117,164301-51-3
Q7525805,288392-69-8
Q7429411,820231-95-6
Q7421984,98105-99-8
Q7455390,37312-62-2
Q7409294,143257-97-0
Q7433895,507-60-8
Q7448480,473-13-2
Q7449457,153967-04-5
Q7452735,112665-43-7
Q7512448,1216-40-6
Q751796,4095-06-1
Q7424590,82597-74-8
Q7424590,126-19-2
Q7434119,511-02-4
Q749664,30652-11-0
Q7449756,88939-40-6
Q7507259,139781-09-2
Q7409104,26388-68-1
Q7404461,89-73-6
Q7420435,27782-63-4
Q745794,12141-27-4
Q749244,156586-89-9
Q752861,5697-56-3
Q753,7440-50-8
Q7424290,78771-13-8
Q7429991,12294-10-9
Q7434120,564-20-5
Q7424300,13484-14-5
Q739648,5466-77-3
Q7450628,289656-45-7
Q7424106,103844-86-6
Q7396032,104383-17-7
Q7439702,152075-98-4
Q7524904,115-53-7
Q743705,365-07-1
Q739601,84-79-7
Q7418157,82978-00-5
Q7454518,408504-26-7
Q7456373,56481-43-7
Q7425965,185913-78-4
Q743661,488-55-1
Q744041,114-33-0
Q7455005,114466-38-5
Q746380,488-86-8
Q7398796,15639-50-6
Q740439,126-17-0
Q7438285,605-34-5
Q7485816,295-17-0
Q7409428,852626-89-2
Q7456017,116476-13-2
Q747850,65896-16-4
Q7449839,9041-08-1
Q750288,982-43-4
Q7521275,1318075-13-6
Q7529961,147817-50-3
Q7424081,1189541-98-7
Q7424731,99149-95-8
Q7398820,372137-35-4
Q7408522,1073059-33-2
Q7398833,33419-68-0
Q7515025,12504-41-5
Q7434451,498-45-3
Q7456835,1214735-09-7
Q750333,82864-57-1
Q7420893,151823-14-2
Q7429874,131747-25-6
Q7396015,159912-58-0
Q752685,30315-93-6
Q7439754,75018-71-2
Q742266,144-14-9
Q7514072,5055-42-5
Q7456369,59767-13-4
Q751744,290-87-9
Q7448840,606143-52-6
Q7448341,110347-85-8
Q7517689,923604-59-5
Q73972,13422-51-0
Q744577,10597-60-1
Q7456821,86487-64-1
Q7485801,295-02-3
Q7452012,126924-38-7
Q7406268,405060-95-9
Q7453086,99489-94-8
Q7449133,101526-62-9
Q7404463,10338-51-9
Q7553329,629-25-4
Q75850,3569-10-6
Q7577706,87151-85-7
Q7623373,29307-61-7
Q7577248,25394-57-4
Q753328,84-82-2
Q761117,270-75-7
Q7553298,25053-27-4
Q7607306,138883-56-4
Q7636176,127-71-9
Q754690,40034-42-2
Q7616156,23940-36-5
Q7597513,705287-60-1
Q7553364,5323-95-5
Q7605501,122-19-0
Q7577713,20229-56-5
Q761111,273-53-0
Q7553330,156028-14-7
Q7616496,91682-96-1
Q7545714,222846-33-5
Q7553369,461703-02-6
Q7560929,170858-34-1
Q7604197,49642-07-1
Q7555695,955085-14-0
Q753270,213967-57-8
Q7636175,65761-24-2
Q7563136,23057-54-7
Q7624776,814-95-9
Q7553348,10101-88-9
Q755952,867063-97-6
Q7636182,13940-21-1
Q7624768,7791-10-8
Q7553383,56553-60-7
Q754986,51940-44-4
Q754374,553-79-7
Q7558265,1005198-65-1
Q760735,270-68-8
Q753254,6704-31-0
Q7553321,5936-14-1
Q7577645,137201-62-8
Q753100,114-86-3
Q7573806,1404-64-4
Q7553347,502-85-2
Q7553388,7785-84-4
Q754394,4390-04-9
Q7559299,83930-13-6
Q7617709,15911-87-2
Q7578173,12262-77-0
Q756551,52809-07-1
Q7611023,16562-13-3
Q7636179,32909-92-5
Q762482,74087-85-7
Q7600428,71869-01-7
Q7553367,12027-70-2
Q757060,54406-48-3
Q7577785,510-74-7
Q7553295,129-63-5
Q7636173,115-68-4
Q757058,41708-72-9
Q7553361,12141-67-2
Q7553333,15590-23-5
Q7600115,289-78-1
Q7607492,5197-58-0
Q756330,15016-12-3
Q7563141,152-95-4
Q7557110,133-65-3
Q7553312,12315-57-0
Q7553381,13721-29-4
Q753104,79831-76-8
Q7600135,288-07-3
Q7558263,760981-83-7
Q7553379,12034-39-8
Q7553294,131-08-8
Q7553360,94525-01-6
Q7553345,89740-11-4
Q7555630,451470-34-1
Q754392,115753-79-2
Q7553358,1716-12-7
Q7605536,66009-41-4
Q7559307,82030-87-3
Q7604751,154589-96-5
Q7553352,25446-80-4
Q7553299,18497-75-1
Q754622,18471-20-0
Q7602061,33240-95-8
Q7636177,000080-35-3
Q7607348,929635-55-2
Q7605502,7651-02-7
Q75830,90182-92-6
Q7611141,72324-18-6
Q75884,152811-62-6
Q7633337,4314-14-1
Q7553331,8061-51-6
Q754363,146142-94-1
Q7636169,17784-12-2
Q753330,775304-57-9
Q7553316,4418-26-2
Q7636084,54767-75-8
Q7553385,2926-29-6
Q7636056,2898-13-7
Q7687250,609799-22-6
Q767561,583-52-8
Q7636301,4065-45-6
Q7636191,1161-88-2
Q7645151,77590-92-2
Q7690466,39832-48-9
Q7636496,57821-29-1
Q7692017,198283-73-7
Q7639946,148408-65-5
Q7694629,521079-87-8
Q7636201,95-05-6
Q7663351,21453-69-0
Q7692231,127455-27-0
Q7694156,197922-42-2
Q7692229,165942-79-0
Q7670212,30496-78-7
Q7636953,179386-43-7
Q764283,965-90-2
Q7681816,83166-18-1
Q7681179,52760-47-1
Q7669305,148545-09-9
Q76933,111-27-3
Q769109,1078-58-6
Q7679524,1187560-31-1
Q7650517,1030377-33-3
Q7636239,54182-59-1
Q7692230,157476-76-1
Q767025,85213-22-5
Q7694635,57458-27-2
Q7687612,254964-60-8
Q7671630,109628-27-5
Q7636205,856190-47-1
Q7675206,87913-21-1
Q7673043,83-94-3
Q7670203,918633-87-1
Q7680303,84235-60-9
Q7693925,916591-01-0
Q765816,373-52-4
Q7680329,21489-20-3
Q7688892,516-35-8
Q7682407,42408-80-0
Q7674659,339086-80-5
Q7636217,3569-57-1
Q7678897,110230-98-3
Q7662695,111-23-9
Q7678869,161832-65-1
Q7646304,288104-79-0
Q7680323,147025-53-4
Q7669303,128126-46-5
Q7680336,103300-74-9
Q7683321,106073-01-2
Q7685387,701977-09-5
Q7688897,516-90-5
Q7669630,912440-88-1
Q7671383,90815-77-3
Q7673587,40957-90-2
Q7688907,14605-22-2
Q7692226,225239-31-6
Q7692088,112410-23-8
Q7636231,26412-87-3
Q7670263,312637-48-2
Q7689670,19039-02-2
Q7636229,30937-38-3
Q7669302,128126-44-3
Q766883,110-58-7
Q7671083,628690-75-5
Q7636210,115-24-2
Q7669591,547741-76-4
Q7692717,5560-78-1
Q7650514,1116433-11-4
Q7684711,235428-87-2
Q7667802,24587-49-3
Q7679506,37228-64-1
Q7688896,516-50-7
Q7669463,207306-50-1
Q7680301,7182-51-6
Q7644399,94055-76-2
Q7670114,780744-19-6
Q7690467,131987-54-7
Q7681221,94497-51-5
Q7669335,29915-38-6
Q7686009,119567-79-2
Q7661858,1007391-44-7
Q763802,3604-90-8
Q7687607,275371-94-3
Q7636215,14759-06-9
Q7671405,301687-57-0
Q7646983,40957-92-4
Q7646277,53813-83-5
Q7695644,198414-31-2
Q7693930,508233-95-2
Q7686198,206873-63-4
Q7644099,60144-50-5
Q7672878,1143503-67-6
Q7670147,936091-26-8
Q7669355,229634-98-4
Q7670062,7365-44-8
Q7679533,38649-73-9
Q7646369,110623-33-1
Q7669839,15052-05-8
Q7706628,14866-33-2
Q7706543,68-42-8
Q7706336,56-34-8
Q7781412,91-79-2
Q7701687,67915-31-5
Q7784649,90109-57-2
Q7705231,146374-27-8
Q7706236,877-09-8
Q7706569,21995-64-2
Q7783877,532-40-1
Q773449,51-48-9
Q7705229,594-36-5
Q7706770,12134-48-4
Q7706215,79-28-7
Q7697690,12600-42-9
Q7700546,379270-37-8
Q7701660,149979-74-8
Q7705415,901758-09-6
Q7784648,1450-31-3
Q7706555,10097-84-4
Q7763011,305-53-3
Q7706568,14221-02-4
Q7706207,76-23-3
Q7706775,138199-51-6
Q772735,72432-03-2
Q770293,153168-05-9
Q7706590,80-12-6
Q77213,51429-74-4
Q7708612,150131-78-5
Q774795,6699-20-3
Q7701358,876387-05-2
Q7699074,162635-04-3
Q7706541,23978-85-0
Q7706290,332104-93-5
Q7706539,60008-00-6
Q7696413,80880-90-6
Q772913,8049-11-4
Q7762,20283-92-5
Q7777226,33377-72-9
Q7702072,100-20-9
Q771975,91-75-8
Q7706546,53-05-4
Q7698194,111902-57-9
Q7706559,15390-83-7
Q7706612,518-34-3
Q7706653,2001-45-8
Q7701656,113079-82-6
Q7698204,122341-38-2
Q7784674,87-11-6
Q7739,1327-53-3
Q7784646,104-06-3
Q7706553,525-40-6
Q7706566,124-64-1
Q7783874,532-43-4
Q774909,57576-52-0
Q7706312,2921-20-2
Q7774,14448-38-5
Q7777225,28543-07-9
Q7784653,2231-57-4
Q7709728,2757-18-8
Q7701343,76-80-2
Q7702348,103744-86-1
Q777543,110-97-4
Q7706545,53-02-1
Q7784679,297-97-2
Q773274,109-83-1
Q7706737,301206-84-8
Q775073,298-57-7
Q7700556,3810-35-3
Q7706652,632-51-9
Q7709707,12040-13-0
Q7702355,37686-84-3
Q7701391,89957-37-9
Q776976,115-11-7
Q7706565,64443-05-6
Q7695658,372151-71-8
Q7699855,62473-79-4
Q7706217,38932-80-8
Q778163,13598-65-7
Q77003,626-93-7
Q7697608,58970-75-5
Q7784652,910-86-1
Q7705238,34784-64-0
Q7706352,53008-15-4
Q7706186,75245-23-7
Q7784665,60771-38-2
Q7706337,68-05-3
Q7705345,165538-40-9
Q7705411,251565-85-2
Q7705452,333754-36-2
Q7697684,15852-22-9
Q7700913,28540-82-1
Q7706815,2217-59-6
Q7706592,3333-52-6
Q7701388,6809-52-5
Q7705544,195875-84-4
Q7783885,2338-21-8
Q7697277,117305-33-6
Q7699688,299423-37-3
Q7784651,102-08-9
Q7833138,871700-17-3
Q7838098,745013-59-6
Q7833703,64603-92-5
Q7831126,41094-88-6
Q7840447,4619-74-3
Q779118,14484-47-0
Q781329,555-57-7
Q7838676,41826-92-0
Q7801054,40180-04-9
Q7809222,110101-66-1
Q7784684,70-49-5
Q7808720,2205-73-4
Q780165,76-49-3
Q7801061,37967-98-9
Q7807839,12054-72-7
Q7836470,134234-12-1
Q7800305,60084-10-8
Q7801338,102507-71-1
Q7784691,90109-55-0
Q7797089,655-05-0
Q7798881,147517-07-5
Q7801294,83386-35-0
Q782448,113275-13-1
Q7810487,55560-96-8
Q7809268,26419-73-8
Q7825392,252662-47-8
Q7825530,262352-17-0
Q7840694,98-13-5
Q7784714,1758-73-2
Q7809861,12116-82-4
Q7798879,147666-81-7
Q7814615,5632-44-0
Q7838854,3764-87-2
Q7811972,256068-94-5
Q7837825,1207446-68-1
Q7836500,97110-59-3
Q7798886,80394-88-3
Q7799611,232925-18-7
Q7800304,5845-26-1
Q7837766,120656-93-1
Q7840573,998-40-3
Q7784690,84-06-0
Q7800731,70-10-0
Q7798880,147517-06-4
Q7784688,2404-52-6
Q7835820,6402-36-4
Q7825683,856866-72-3
Q7798878,147666-80-6
Q7810486,61951-99-3
Q7827912,402-71-1
Q7841058,53472-14-3
Q7784695,76721-89-6
Q7808816,5169-78-8
Q7807978,50708-95-7
Q7800111,55297-95-5
Q7838182,51-73-0
Q7809617,5334-23-6
Q7784705,467-38-9
Q7840032,1031-47-6
Q7833483,147254-33-9
Q7795979,553-08-2
Q7806745,57648-21-2
Q7814101,1156-19-0
Q782318,129497-78-5
Q7830449,26296-56-0
Q7812962,15301-93-6
Q7802069,7175-09-9
Q7838878,30418-38-3
Q7798884,147666-82-8
Q7814620,82964-04-3
Q779427,591-27-5
Q7814247,86914-11-6
Q7838652,299-75-2
Q7799650,490-91-5
Q7840264,5807-14-7
Q7784686,106243-16-7
Q7814612,20326-13-0
Q7837897,61512-20-7
Q7829477,1243266-04-7
Q7800043,6964-20-1
Q7801007,144-12-7
Q7811734,32986-56-4
Q7839869,675-10-5
Q7820754,71461-18-2
Q781304,3731-59-7
Q7840448,7789-57-3
Q7808755,4991-65-5
Q7833105,1044515-88-9
Q7784685,13709-54-1
Q7806492,35035-05-3
Q7809264,55837-29-1
Q7802167,85136-71-6
Q7784698,1393-48-2
Q7809151,51-24-1
Q780181,1199-18-4
Q7839870,76896-80-5
Q7814266,41964-07-2
Q7800905,30097-06-4
Q7828277,511-15-9
Q7814665,86273-92-9
Q7852090,15674-58-5
Q7863772,200432-86-6
Q7845303,7077-34-1
Q7843931,4097-89-6
Q7843112,4731-53-7
Q7843944,690-52-8
Q7843279,3878-45-3
Q7842218,824-11-3
Q7841461,302-61-4
Q7853061,12228-69-2
Q7899675,12039-85-9
Q7881241,614-86-8
Q7841459,5204-74-0
Q7899700,12039-11-1
Q7865591,546141-08-6
Q7842225,52128-35-5
Q7899713,13470-22-9
Q7843173,63619-84-1
Q7851973,217500-96-4
Q7878818,28546-58-9
Q7876570,1174014-05-1
Q7860340,25301-02-4
Q7851139,51037-88-8
Q7841504,3855-45-6
Q7843943,17185-29-4
Q7848812,134645-25-3
Q7865583,1199943-44-6
Q7844989,97322-87-7
Q7900382,934823-49-1
Q7841458,867-13-0
Q7843272,603-34-9
Q7842211,593-90-8
Q7842199,138-56-7
Q7843285,76-87-9
Q7842224,1066-45-1
Q7843976,90109-63-0
Q7842523,140218-59-3
Q7841324,868-54-2
Q784717,133040-01-4
Q7843277,2526-64-9
Q7881509,107736-98-1
Q7899704,13470-21-8
Q788864,111-68-2
Q7845588,537-26-8
Q7862883,96744-75-1
Q7843284,892-20-6
Q7899711,13470-20-7
Q7864654,127126-22-1
Q7843228,73803-48-2
Q7843768,13987-01-4
Q7841508,373-91-1
Q7841464,368-39-8
Q7842164,74513-62-5
Q7863562,109522-58-2
Q7883008,112-44-7
Q7841502,2314-97-8
Q7843941,207802-43-5
Q7899678,13763-23-0
Q7862888,149654-41-1
Q7899703,13775-16-1
Q7841515,23627-87-4
Q7843939,32093-39-3
Q7856945,2571-22-4
Q7879715,98651-66-2
Q7843270,1099-45-2
Q7842197,68-91-7
Q7843283,66003-78-9
Q7843933,16858-01-8
Q7841934,6476-36-4
Q788535,5793-94-2
Q7862887,157013-32-6
Q7843275,437-17-2
Q7865593,565460-15-3
Q7843147,76-20-0
Q7843938,180335-73-3
Q7841414,60-49-1
Q7877498,67330-25-0
Q7863873,745055-91-8
Q7862881,67198-13-4
Q7848584,96304-42-6
Q7900863,152175-68-3
Q7845153,2174-16-5
Q7841496,22365-40-8
Q7859691,4268-36-4
Q7843282,639-58-7
Q7843226,555-44-2
Q7845609,85181-40-4
Q7848801,16502-01-5
Q7842162,1204-28-0
Q7844240,12597-03-4
Q7841462,51-18-3
Q7846278,27081-10-3
Q7899676,12039-14-4
Q7843274,960-71-4
Q7881242,24545-81-1
Q7899701,12037-69-3
Q7846702,145918-75-8
Q7865592,86672-58-4
Q7881588,851536-75-9
Q7845610,74163-84-1
Q7941753,618385-01-6
Q7935898,145680-48-4
Q793471,11141-17-6
Q7934724,23152-29-6
Q7915216,1345009-45-1
Q7917897,141575-52-2
Q7915615,172733-08-3
Q794084,25843-45-2
Q7995585,858971-43-4
Q80294,9004-34-6
Q7920695,195158-85-1
Q804150,10361-43-0
Q80260,287-92-3
Q7907648,98021-17-1
Q793143,642-72-8
Q7946884,847375-16-0
Q7950759,15421-88-2
Q80232,287-23-0
Q79566,10377-51-2
Q7933112,126417-59-2
Q7937130,142449-89-6
Q7912593,56124-62-0
Q7920853,5876-23-3
Q80311,791789-61-2
Q7918002,943609-66-3
Q7914515,443913-73-3
Q7915670,7273-34-9
Q792614,64-65-3
Q799564,3736-81-0
Q7917921,71109-09-6
Q7941885,1165741-01-4
Q7940005,15686-68-7
Q794162,63659-18-7
Q7911716,2026-48-4
Q7980494,96949-22-3
Q7917084,212141-54-3
Q7939986,755038-65-4
Q7939167,34486-92-5
Q7933523,72714-74-0
Q7940537,558480-40-3
Q7915613,172732-68-2
Q7923264,81840-15-5
Q7941884,1165740-62-4
Q793533,35575-96-3
Q7937134,180580-73-8
Q804105,180-84-7
Q7907646,869497-75-6
Q7946882,868359-05-1
Q7922031,503-07-1
Q793082,37106-97-1
Q7919353,866933-46-2
Q7921024,49863-48-1
Q7941876,118949-22-7
Q7923143,22232-64-0
Q7950808,50370-56-4
Q799775,859212-16-1
Q7932298,70704-03-9
Q791818,271-58-9
Q80250,75-19-4
Q7917100,1238217-55-4
Q7912583,64860-67-9
Q793159,608-80-0
Q7915305,336801-86-6
Q7932569,180413-42-7
Q8041720,725247-18-7
Q7932801,742092-03-1
Q7922030,18542-37-5
Q794810,142-10-9
Q7907645,768358-61-8
Q7939403,83480-29-9
Q793473,68049-83-2
Q794409,15301-48-1
Q7923189,1205533-60-3
Q7912521,3258-51-3
Q7914945,923590-37-8
Q7946879,146714-97-8
Q795991,76189-55-4
Q7911668,37248-47-8
Q7912519,101312-92-9
Q7940202,139290-65-6
Q794152,55-73-2
Q79583,7580-67-8
Q8041945,718638-68-7
Q795057,849217-68-1
Q8005889,140-89-6
Q7911688,111136-25-5
Q7946880,276694-95-2
Q7946878,133025-23-7
Q7908310,117570-53-3
Q7913924,12024-15-6
Q79739,96-48-0
Q804151,10361-44-1
Q804151,10035-06-0
Q7912587,77372-61-3
Q793715,2133-34-8
Q796619,515-03-7
Q7907856,620948-34-7
Q7901370,502496-16-4
Q791273,5603-27-0
Q7936365,82-57-5
Q8072309,12036-69-0
Q8069021,74559-85-6
Q8048088,512-06-1
Q8072293,12167-79-2
Q81166,505-60-2
Q8065569,667901-13-5
Q818139,2156-27-6
Q8043085,1324-63-6
Q808219,541-43-5
Q8059852,13566-12-6
Q8083976,582-22-9
Q8066414,64098-32-4
Q820865,13536-46-4
Q818479,615-16-7
Q820878,12310-58-6
Q8062996,219923-05-4
Q808213,60178-85-0
Q816759,318-98-9
Q818194,17606-31-4
Q8063129,331771-20-1
Q8073806,51022-73-2
Q808845,72558-82-8
Q8045413,147-16-0
Q8071477,170381-16-5
Q8044946,77287-89-9
Q820864,22787-71-9
Q8085718,69256-15-1
Q8042975,2530-97-4
Q818516,992-59-6
Q808225,6865-35-6
Q820871,23171-53-1
Q8066254,652153-01-0
Q8214050,6586-05-6
Q8083967,215874-86-5
Q8063128,139180-30-6
Q8072747,13772-29-7
Q8052934,112514-54-2
Q80863,56-65-5
Q818165,14919-77-8
Q804525,18624-44-7
Q817158,82560-54-1
Q808217,542-62-1
Q81890,14882-18-9
Q8067153,1310460-86-6
Q8043134,580-74-5
Q8066579,142561-96-4
Q820876,12010-84-3
Q8045338,6443-50-1
Q80868,92-31-9
Q808224,13517-08-3
Q8045417,6860-47-5
Q820870,20716-88-5
Q8083966,101860-00-8
Q8042940,131986-45-3
Q8048635,500-62-9
Q8045524,51246-91-4
Q8067145,123482-22-4
Q818497,134-81-6
Q8213959,7558-63-6
Q8045923,372163-84-3
Q8074586,167354-41-8
Q804386,849762-24-9
Q816692,3813-05-6
Q808216,14674-74-9
Q8063121,83910-44-5
Q8072461,37000-20-7
Q8178728,10574-37-5
Q8043632,13780-38-6
Q820875,22422-27-1
Q8042433,564483-18-7
Q8042267,1364933-54-9
Q8044345,81584-06-7
Q8213894,329-97-5
Q808223,5908-77-0
Q808098,104311-70-8
Q8045997,143413-85-8
Q8083965,15764-04-2
Q8069696,72746-33-9
Q808801,13573-16-5
Q818455,538-51-2
Q8074531,54083-22-6
Q8073803,78466-70-3
Q8071932,117827-79-9
Q8072312,54010-75-2
Q8059839,13469-97-1
Q8044751,19179-78-3
Q8073565,1222-57-7
Q818506,136-60-7
Q8068322,3690-10-6
Q8214040,846-70-8
Q8074969,25775-90-0
Q818513,98-10-2
Q8045691,118288-67-8
Q8064324,59209-97-1
Q8059853,13990-54-0
Q81225,57-27-2
Q8073564,141483-72-9
Q8214058,475-25-2
Q808214,13967-90-3
Q8072751,12039-90-6
Q83253,102-76-1
Q866601,14059-33-7
Q8214065,3424-21-3
Q862989,65141-46-0
Q850466,753-65-1
Q8214963,1189-71-5
Q843735,353-54-8
Q844489,635-41-6
Q847405,144191-88-8
Q82432,82-71-3
Q850074,57801-81-7
Q8214251,27973-72-4
Q836788,676-46-0
Q865947,959-26-2
Q855468,824958-12-5
Q822884,1188-38-1
Q8329767,1314238-96-4
Q856068,402713-80-8
Q854263,3902-71-4
Q847560,2430-27-5
Q855654,67121-76-0
Q850729,101828-21-1
Q866582,12075-35-3
Q866620,280-74-0
Q840843,98-29-3
Q851897,174022-42-5
Q862414,20187-55-7
Q851922,3583-64-0
Q864222,491-80-5
Q821869,85371-64-8
Q8564451,145216-43-9
Q865946,5625-90-1
Q864954,428442-17-5
Q8263191,939812-36-9
Q849769,51543-40-9
Q83763,17015-11-1
Q847399,78415-72-2
Q829303,12232-25-6
Q827916,127-48-0
Q851528,959961-96-7
Q8215055,2923-28-6
Q851942,32421-46-8
Q855518,209480-63-7
Q8564098,80474-14-2
Q86495,292-64-8
Q843733,1868-53-7
Q834660,69010-88-4
Q851507,447-41-6
Q866218,12070-15-4
Q846399,54078-29-4
Q836952,14987-04-3
Q8564077,123632-39-3
Q864247,576-19-2
Q848264,15301-69-6
Q86512,293-55-0
Q836793,5905-52-2
Q855545,467459-31-0
Q865952,111-96-6
Q836445,19855-56-2
Q851813,151-83-7
Q864681,28434-01-7
Q855345,195199-95-2
Q834280,34841-39-9
Q830818,13701-59-2
Q836258,33745-21-0
Q84062,111-69-3
Q863659,4486-05-9
Q853845,27072-45-3
Q829291,543-81-7
Q82427,108-85-0
Q821641,54-36-4
Q8457765,1003-03-8
Q827515,511-45-5
Q8214660,561-90-0
Q855280,35597-43-4
Q82795,37362-94-0
Q855403,1134-01-6
Q836457,17013-01-3
Q835757,83647-97-6
Q850475,557-68-6
Q8214765,2489-05-6
Q866357,133052-90-1
Q855636,202466-68-0
Q845530,108-29-2
Q849881,13968-08-6
Q836451,526-94-3
Q83320,7697-37-2
Q8564075,987-18-8
Q865956,6976-37-0
Q833649,4196-99-0
Q835871,1229-55-6
Q855449,607742-69-8
Q831929,985-12-6
Q8345458,15056-34-5
Q846401,72963-72-5
Q822929,965-52-6
Q83187,59-43-8
Q827647,28920-43-6
Q829295,1111-71-3
Q82804,99644-28-7
Q904009,56281-36-8
Q9003473,12304-65-3
Q868375,63309-55-7
Q899405,2597-43-5
Q903293,1071-98-3
Q903610,542-28-9
Q902094,1763-23-1
Q902204,506-12-7
Q901018,842-07-9
Q903303,1239943-76-0
Q903636,40949-94-8
Q904308,72-33-3
Q903551,303-69-5
Q902117,525-14-4
Q904371,2303-17-5
Q903298,2892-51-5
Q883484,12626-81-2
Q899074,505-48-6
Q901644,78989-43-2
Q898387,10025-87-3
Q894130,289-56-5
Q891968,56575-23-6
Q904071,31883-05-3
Q904015,488712-31-8
Q899094,8011-76-5
Q900898,57-66-9
Q871349,113-80-4
Q891284,846-48-0
Q868658,380917-97-5
Q883696,7759-01-5
Q866825,12005-69-5
Q904107,69304-47-8
Q903322,123-76-2
Q901963,72822-12-9
Q899877,141-46-8
Q903348,506-46-7
Q899416,94-41-7
Q904321,54556-98-8
Q901377,2672-01-7
Q902548,59-26-7
Q898810,12441-09-7
Q898299,2353-45-9
Q899410,10257-55-3
Q900922,83883-10-7
Q867332,512-15-2
Q867317,628-92-2
Q898623,8064-90-2
Q901369,55-10-7
Q903861,10049-12-4
Q903362,109-86-4
Q900883,1345-13-7
Q883474,13463-30-4
Q903881,78-98-8
Q899036,182815-44-7
Q899008,108-73-6
Q883666,7446-27-7
Q899422,373-02-4
Q897649,3615-44-9
Q866657,14222-60-7
Q899683,288-14-2
Q903666,477-30-5
Q877,7439-88-5
Q867172,1070-71-9
Q904253,122-59-8
Q901475,11110-52-4
Q895217,18127-01-0
Q903525,112-31-2
Q903387,81-23-2
Q900926,629-20-9
Q903566,306-08-1
Q894611,380843-75-4
Q867308,82-92-8
Q904153,52757-95-6
Q904360,6119-92-2
Q902100,501-65-5
Q899468,13768-38-2
Q898407,93413-69-5
Q868435,1538-09-6
Q904138,8008-98-8
Q903353,565-63-9
Q903824,113507-06-5
Q904204,109-78-4
Q894358,188425-85-6
Q897,7440-57-5
Q897051,992-21-2
Q904160,149-30-4
Q891778,58846-77-8
Q897727,1976-85-8
Q903332,533-73-3
Q904337,26761-40-0
Q867171,53267-01-9
Q903345,107-19-7
Q900912,481-39-0
Q867350,92077-78-6
Q891785,118-34-3
Q886862,87-91-2
Q902379,130308-48-4
Q883610,1072-35-1
Q904011,638-94-8
Q903311,97-65-4
Q905901,149647-78-9
Q905942,157-26-6
Q905776,5550-12-9
Q905748,26062-79-3
Q904464,82186-77-4
Q905814,25154-54-5
Q905868,1163-19-5
Q905397,34807-41-5
Q906414,77-41-8
Q905783,155270-99-8
Q905755,53716-49-7
Q904901,101-21-3
Q905642,1402-10-4
Q904983,54125-02-9
Q905363,28164-88-7
Q906534,117704-25-3
Q906600,6410-10-2
Q904648,25395-31-7
Q905401,461-58-5
Q905028,78995-14-9
Q905662,3599-32-4
Q906306,13477-36-6
Q904476,107-25-5
Q904668,114-43-2
Q905782,4691-65-0
Q904389,31876-38-7
Q905406,123-66-0
Q906062,149950-60-7
Q906241,125-55-3
Q904788,762-42-5
Q904647,21888-98-2
Q906088,1343-88-0
Q905027,75-61-6
Q905121,65272-71-1
Q9053193,27067-77-2
Q904434,2800-80-8
Q906013,13760-41-3
Q906220,2095-57-0
Q905520,128-69-8
Q904475,30562-34-6
Q906054,80-92-2
Q906440,298-83-9
Q904833,10161-33-8
Q905712,37204-72-1
Q906453,171228-49-2
Q905418,77181-69-2
Q905694,3400-09-7
Q906709,12002-99-2
Q905952,52365-63-6
Q905717,25447-66-9
Q904612,95-92-1
Q905673,1303-60-2
Q906609,81-64-1
Q906025,127-95-7
Q904487,593-84-0
Q904694,3275-64-7
Q906452,2537-29-3
Q906509,36505-83-6
Q906716,110518-63-3
Q905558,102-82-9
Q904673,5560-72-5
Q905012,1961-77-9
Q905844,6592-85-4
Q906309,2478-38-8
Q904799,25265-71-8
Q905731,1712-64-7
Q905857,13530-68-2
Q905703,536-69-6
Q906444,932-64-9
Q905038,66508-53-0
Q906080,9013-94-9
Q904599,1404-55-3
Q905685,4233-33-4
Q906536,7114-03-6
Q906037,4356-52-9
Q905723,13765-19-0
Q904524,35941-65-2
Q905293,79-35-6
Q905058,34262-84-5
Q904411,27742-14-9
Q906351,38748-32-2
Q905651,5502-96-5
Q905664,184036-34-8
Q905928,339186-68-4
Q906072,1829-00-1
Q9068429,5016-18-2
Q905078,153-00-4
Q905492,534-67-8
Q905756,4941-88-2
Q904431,90-33-5
